time_s,target_x,target_y,target_z,target_rx,target_ry,target_rz,actual_x,actual_y,actual_z,actual_rx,actual_ry,actual_rz,pos_err_mm,rot_err_deg
0.3039429187774658,-0.05890567682561318,0.29793774701609094,0.2480633717916062,-0.7957414413331452,2.886368227453018,0.03666658879023689,-0.059028,0.297849,0.248181,-0.7959236584558308,2.886618382567454,0.03729029548446629,0.19150819112261266,0.02945346348085981
0.40479111671447754,-0.05893304335145345,0.2973108354283963,0.2481622061470927,-0.7920224918698214,2.887183003629781,0.03620855203413045,-0.05899,0.297832,0.248248,-0.7955279254337333,2.8865183793555644,0.03737214277093724,0.5312411464722719,0.14381789701422149
0.5051391124725342,-0.058654667809854545,0.2976175703423752,0.2485207912105858,-0.7935207275210947,2.8857615401460692,0.03544148378869123,-0.059013,0.297805,0.248326,-0.7951448570548357,2.8863758911548807,0.03756767176520378,0.44886016839687715,0.11397883844793291
0.6021871566772461,-0.05877610158240532,0.2978491369961913,0.24879265965518785,-0.7935032385406083,2.8855773018162543,0.03828234994203547,-0.059074,0.297801,0.248416,-0.794639998945857,2.8864814596739876,0.03806273955960244,0.48263146753394304,0.07513713760585478
0.7021701335906982,-0.05914945142768416,0.2980375066636921,0.24889334602084662,-0.7919438609981414,2.8861747835095555,0.0407110010452212,-0.059174,0.297905,0.248586,-0.7942123771573245,2.886733778682306,0.03918429845943402,0.3355923492212162,0.1167859529711914
0.8057982921600342,-0.059384438829646544,0.29830239415190934,0.24898123566289257,-0.7915193653258308,2.8873369978574317,0.04375161470819092,-0.059396,0.298053,0.248809,-0.7938590930955924,2.8869535920761464,0.041134617924596786,0.30330879848523795,0.1350820911161367
0.9044890403747559,-0.059643559788457916,0.29870227325391707,0.249288011400881,-0.7912541413472298,2.8879780043526284,0.04659551215197681,-0.059537,0.298226,0.248941,-0.7936680727196203,2.8872651889978034,0.04277445479543491,0.5988389710551215,0.1746675912623227
1.0059919357299805,-0.0600323839217871,0.2987630229719362,0.24928734357465587,-0.7915062537870355,2.8877756044307894,0.047809954524390186,-0.059798,0.298463,0.24902,-0.7943494428363693,2.8873531366658827,0.04465205078533615,0.4652119875836423,0.16344473291045591
1.1039800643920898,-0.0599747580462756,0.2988420121029192,0.249114605408652,-0.7952923144888717,2.887678052720146,0.04775738085588312,-0.060112,0.298971,0.248877,-0.7950160595640902,2.8878041437153947,0.047009472880185185,0.30319888138991347,0.03083541751064061
1.2039382457733154,-0.06077325448853284,0.2997580651056132,0.24885798454023667,-0.7985742876720886,2.887031277521731,0.05100653096231585,-0.06037,0.299584,0.248872,-0.79558632528323,2.8875100508015383,0.04960625688368428,0.4394420059875799,0.12811925542953587
1.3069288730621338,-0.0612905287388352,0.3011756722752871,0.24874038358947734,-0.8013264299187666,2.88504844648162,0.055949150505355455,-0.060653,0.300512,0.248753,-0.795964475742004,2.886712806895944,0.05289753276715058,0.9203602314528805,0.24389742458114952
1.4045262336730957,-0.06119727961819563,0.30216974703560984,0.2485738376340599,-0.7976181034283898,2.882767290774877,0.05818169263112112,-0.060912,0.301416,0.24849,-0.7961438610574242,2.8858762584363826,0.054717533205511676,0.8102763745372303,0.21566795014447265
1.5073261260986328,-0.06126423391909719,0.3036058086910578,0.2480846040468437,-0.7932319774628166,2.883798039817172,0.06180242864510287,-0.061258,0.302944,0.248208,-0.7952136383344415,2.8857130102212794,0.05798720474030197,0.6732430219187658,0.2047210107400328
1.6075589656829834,-0.06223446067871426,0.3060987951988231,0.247401045696229,-0.7948884632758138,2.8842964936889337,0.06610444050961804,-0.061898,0.30436,0.247585,-0.7950523356314656,2.8857666401687947,0.05968108608134702,1.7805767935270127,0.257946055660752
1.7077741622924805,-0.0633692578463055,0.308723319836944,0.24654487608465867,-0.7974340759819722,2.884380147632287,0.07004568094163088,-0.062735,0.305861,0.246879,-0.7967230877077448,2.8854672106304426,0.0617020864681417,2.950728156805761,0.3236190003398407
1.807983160018921,-0.06488906380585911,0.3107838025300177,0.2450985765544667,-0.7972606907938169,2.8856382319004026,0.07406797434430537,-0.063719,0.307917,0.245942,-0.7983353477083562,2.8848450623894752,0.06564831170404117,3.2092007049065394,0.32663573876406476
1.908200979232788,-0.06670433246180996,0.31297170845140604,0.2431961197404473,-0.8003563871176564,2.8859754626148937,0.07496291829642812,-0.065168,0.310241,0.244835,-0.799361845335091,2.8857206779539704,0.06927560398676226,3.5359602069230025,0.22222451266753918
2.0084261894226074,-0.0688167967634102,0.31597337034541156,0.24144420621424206,-0.8045016094074181,2.885864084325645,0.07656011413288216,-0.066594,0.31259,0.243761,-0.8023062238502262,2.8853149820173885,0.07194326955333409,4.66428491747277,0.20307088320883077
2.108643054962158,-0.07134800242121352,0.31952381181607314,0.23974236473519925,-0.8107538299611603,2.8840962053929764,0.07867131655614903,-0.068331,0.315421,0.242079,-0.804419944278363,2.8842429365297453,0.07336060981705204,5.603144899824382,0.32362777149630667
2.208869218826294,-0.07359047592218856,0.3232429428142614,0.23753279238043454,-0.8123417296662777,2.882585871102875,0.07970022536469917,-0.070374,0.318612,0.240453,-0.8080885933849304,2.882388528486282,0.07607705111895775,6.349721352023747,0.22195527019326675
2.3091070652008057,-0.07696927877114451,0.32698596427889504,0.23483729989567073,-0.8179033877352561,2.877594252879072,0.08005830914812702,-0.072594,0.321822,0.238668,-0.8106791422694795,2.8811311190692663,0.0782734627418263,7.777136663852573,0.3201042231805817
2.4092931747436523,-0.0798606771249659,0.3311074810429588,0.2323798541896555,-0.8222840929406036,2.8750366797662896,0.08419282529263146,-0.07516,0.3252,0.236678,-0.8137218918697336,2.8797300134002506,0.08043593127664402,8.687275471232457,0.4091612351289926
2.509526014328003,-0.08356959873643932,0.33525886273818106,0.229898603361237,-0.8206482565602279,2.8753313390407844,0.08737719078470244,-0.077949,0.329088,0.234709,-0.8151228318036366,2.879211753462236,0.08318756113178168,9.63382545574484,0.31643608411539065
2.6086771488189697,-0.0868632718998779,0.339691592935857,0.22774047581234877,-0.8202067698569502,2.8769197078419975,0.09394393125083404,-0.080328,0.332946,0.23281,-0.8162120710411841,2.8784077576066585,0.08550350063366215,10.672997627227224,0.3610430461630054
2.709916114807129,-0.08908728248697881,0.3445108367216057,0.2257412019846022,-0.8172618273817621,2.8767419736134165,0.09578946399270959,-0.083002,0.337521,0.230905,-0.8185386276983879,2.877525219496403,0.08997631154880144,10.609113548495202,0.2325859374808132
2.810171127319336,-0.0913494155816563,0.3499151903384678,0.22354922201686203,-0.8211960273807362,2.8735422988810275,0.09679780137728398,-0.085664,0.342106,0.228868,-0.8195884416238007,2.875953563899996,0.08951127348146473,11.027094055664515,0.30775294949005344
2.910391092300415,-0.09442557968534006,0.3555197181464386,0.22124902031768345,-0.8223537779638793,2.8688644867310216,0.09001740553268125,-0.088418,0.346909,0.227212,-0.8201916043399688,2.874512479782873,0.08912466050713715,12.074460955456253,0.3109790802024752
3.009202003479004,-0.09703242295889304,0.3608391545092771,0.21971993569685944,-0.8231252130486606,2.866279877842288,0.08629071798703258,-0.091524,0.351791,0.225282,-0.8214368692747968,2.873346974439482,0.0859803611544731,11.964463332305469,0.3873042019606297
3.1091930866241455,-0.10118326787655628,0.3664140374333082,0.21786355530813226,-0.8260593016016092,2.8661681107884607,0.0805848354975959,-0.095039,0.356763,0.223352,-0.823925447184385,2.8729637904862377,0.08293678079764501,12.689270129274128,0.38459307719528796
3.210231065750122,-0.10706116545311511,0.37229689530533533,0.2158666528217805,-0.8338624252891554,2.8685651742632388,0.07569899960430687,-0.099005,0.362518,0.221592,-0.8272589568121268,2.8727251011821484,0.08347598890962128,13.903531763973529,0.4330645448963481
